Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
GOTERM_MF_DIRECT	GO:0005319~lipid transporter activity	3	6.382978723404255	7.511425919989355E-4	"APOA1, APOE, APOB"	46	26	28924	72.55183946488295	0.12058085135426433	0.064222692	0.060091407	
GOTERM_CC_DIRECT	GO:0034361~very-low-density lipoprotein particle	3	6.382978723404255	8.02467227887457E-4	"APOA1, APOE, APOB"	47	27	29722	70.26477541371158	0.099101445	0.014287577651110425	0.012419202112119061	
GOTERM_CC_DIRECT	GO:0071944~cell periphery	4	8.510638298	8.792355477606416E-4	"KRT19, KRT18, KRT8, EZR"	47	121	29722	20.905222437137333	0.10805508185429236	0.014287577651110425	0.012419202112119061	
GOTERM_CC_DIRECT	GO:0034364~high-density lipoprotein particle	3	6.382978723404255	9.915764026191033E-4	"APOA1, APOE, APOB"	47	30	29722	63.238297872340425	0.12099868401909286	0.014322770260053715	0.012449792610662074	
GOTERM_BP_DIRECT	GO:0042157~lipoprotein metabolic process	3	6.382978723404255	0.001014208	"APOA1, APOE, APOB"	46	31	29712	62.507713884992995	0.3973066691945585	0.071532922	0.070527439	
GOTERM_BP_DIRECT	GO:0033344~cholesterol efflux	3	6.382978723404255	0.001220065	"APOA1, APOE, APOB"	46	34	29712	56.99232737	0.4562056575077009	0.071532922	0.070527439	
GOTERM_BP_DIRECT	GO:2000352~negative regulation of endothelial cell apoptotic process	3	6.382978723404255	0.001292764	"FGB, NDNF, ANGPTL4"	46	35	29712	55.36397516	0.475603075	0.071532922	0.070527439	
REACTOME_PATHWAY	"R-MMU-174824~Plasma lipoprotein assembly, remodeling, and clearance"	4	8.510638298	0.001340879	"APOA1, ANGPTL4, APOE, APOB"	32	66	9277	17.570075757575758	0.18120790705085665	0.022347988	0.020411162549310708	
GOTERM_CC_DIRECT	GO:0042383~sarcolemma	4	8.510638298	0.001509937	"KRT19, KRT8, ANXA8, ATP1B1"	47	146	29722	17.325561060915184	0.17834954313428197	0.018671911	0.016230199410954965	
GOTERM_CC_DIRECT	GO:0005856~cytoskeleton	6	12.76595744680851	0.00158742	"ACTA1, KRT19, KRT18, SORBS2, FRMD4B, EZR"	47	552	29722	6.873728029602219	0.186596997	0.018671911	0.016230199410954965	
GOTERM_CC_DIRECT	GO:0005829~cytosol	16	34.04255319148936	0.001723561	"BEX4, GSS, EPHX2, STARD10, APOA1, KRT18, S100A16, HNF4A, RBP1, S100A13, PIR, ANXA8, APOE, 2200002D01RIK, APOB, EZR"	47	4363	29722	2.319075787204783	0.2008896600123118	0.018671911	0.016230199410954965	
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	7	14.893617021276595	0.001762493	"S100A16, HNF4A, GSS, EPHX2, S100A13, APOA1, APOE"	46	834	28924	5.277551871546241	0.26040470565960694	0.10046207797952855	0.093999605	
REACTOME_PATHWAY	R-MMU-8963898~Plasma lipoprotein assembly	3	6.382978723404255	0.001783723	"APOA1, APOE, APOB"	32	19	9277	45.77467105263158	0.23357015038480022	0.026755851	0.024437010768742114	
GOTERM_BP_DIRECT	GO:0055088~lipid homeostasis	3	6.382978723404255	0.003279104	"HNF4A, RBP1, APOE"	46	56	29712	34.60248447204969	0.8058184128002348	0.14845398213697608	0.14636727957681778	
GOTERM_BP_DIRECT	GO:0031623~receptor internalization	3	6.382978723404255	0.003279104	"CD9, EZR, RAMP1"	46	56	29712	34.60248447204969	0.8058184128002348	0.14845398213697608	0.14636727957681778	
REACTOME_PATHWAY	R-MMU-2187338~Visual phototransduction	4	8.510638298	0.003364668	"RBP1, APOA1, APOE, APOB"	32	91	9277	12.743131868131869	0.3947906556263795	0.045881838	0.041905411759735486	
GOTERM_MF_DIRECT	GO:0005102~signaling receptor binding	5	10.638297872340425	0.00384581	"FGB, BEX1, HNF4A, APOA1, APOE"	46	413	28924	7.612380251	0.4825805306247958	0.16440839053758885	0.15383241219891353	
KEGG_PATHWAY	mmu05418:Fluid shear stress and atherosclerosis	4	8.510638298	0.003935318	"GSTA4, DUSP1, MGST2, CALML4"	22	148	9565	11.75061425061425	0.32585374062731987	0.19676590780176212	0.1947982487237445	
GOTERM_CC_DIRECT	GO:0034365~discoidal high-density lipoprotein particle	2	4.255319149	0.004635999	"APOA1, APOE"	47	3	29722	421.58865248226954	0.4534236118352485	0.046359989	0.040297529	
GOTERM_MF_DIRECT	GO:0008289~lipid binding	4	8.510638298	0.005375197	"STARD10, S100A13, APOA1, APOE"	46	228	28924	11.031273836765827	0.6021331379269204	0.1838317259373572	0.17200629327472017	
REACTOME_PATHWAY	R-MMU-8964043~Plasma lipoprotein clearance	3	6.382978723404255	0.006343615	"APOA1, APOE, APOB"	32	36	9277	24.158854166666668	0.6125658275230705	0.079295184	0.072422935	
GOTERM_BP_DIRECT	GO:0055090~acylglycerol homeostasis	2	4.255319149	0.007550301	"APOA1, APOE"	46	5	29712	258.3652173913043	0.9772205273239976	0.26898569617640505	0.2652047727361745	
GOTERM_BP_DIRECT	GO:1902995~positive regulation of phospholipid efflux	2	4.255319149	0.007550301	"APOA1, APOE"	46	5	29712	258.3652173913043	0.9772205273239976	0.26898569617640505	0.2652047727361745	
GOTERM_BP_DIRECT	GO:0007596~blood coagulation	3	6.382978723404255	0.007561847	"HNF4A, ANXA8, ANGPTL4"	46	86	29712	22.53185035389282	0.9773523846967987	0.26898569617640505	0.2652047727361745	
GOTERM_MF_DIRECT	GO:0060228~phosphatidylcholine-sterol O-acyltransferase activator activity	2	4.255319149	0.007755374	"APOA1, APOE"	46	5	28924	251.51304347826084	0.7358764214212566	0.19401925415601676	0.18153848342083442	
GOTERM_MF_DIRECT	GO:0005515~protein binding	17	36.17021276595745	0.007942309	"BEX1, IGFBP4, TMEM176A, KRT8, APOA1, SORBS2, FRMD4B, MSLN, ATP1B1, PLAC8, ACTA1, KRT19, KRT18, HNF4A, CD9, APOE, EZR"	46	5596	28924	1.9101687540790004	0.7442505105038177	0.19401925415601676	0.18153848342083442	
REACTOME_PATHWAY	R-MMU-114608~Platelet degranulation 	4	8.510638298	0.008332442	"FGB, TIMP3, APOA1, CD9"	32	126	9277	9.203373015873016	0.7125583342810163	0.096143567	0.087811124	
GOTERM_BP_DIRECT	GO:0060706~cell differentiation involved in embryonic placenta development	2	4.255319149	0.009053658	"KRT19, KRT8"	46	6	29712	215.30434782608694	0.9893089785197537	0.281795117	0.27783414098302806	
GOTERM_BP_DIRECT	GO:0034380~high-density lipoprotein particle assembly	2	4.255319149	0.009053658	"APOA1, APOE"	46	6	29712	215.30434782608694	0.9893089785197537	0.281795117	0.27783414098302806	
GOTERM_CC_DIRECT	GO:0009986~cell surface	6	12.76595744680851	0.009063279	"FGB, APOA1, CD9, APOE, MSLN, RAMP1"	47	833	29722	4.554979438583944	0.6938248720271083	0.084159018	0.073153608	
REACTOME_PATHWAY	R-MMU-76005~Response to elevated platelet cytosolic Ca2+	4	8.510638298	0.009268231	"FGB, TIMP3, APOA1, CD9"	32	131	9277	8.852099236641221	0.7502776882727377	0.09930247	0.090696256	
GOTERM_BP_DIRECT	GO:0008203~cholesterol metabolic process	3	6.382978723404255	0.010299088947230067	"APOA1, APOE, APOB"	46	101	29712	19.185535944898838	0.9942920382543627	0.29201582770897955	0.28791118756045975	
GOTERM_BP_DIRECT	GO:0042159~lipoprotein catabolic process	2	4.255319149	0.010554789	"APOE, APOB"	46	7	29712	184.54658385093165	0.9949825428698913	0.29201582770897955	0.28791118756045975	
GOTERM_CC_DIRECT	GO:0005882~intermediate filament	3	6.382978723404255	0.010736695583574613	"KRT19, KRT18, KRT8"	47	101	29722	18.783652833368443	0.7542197600415235	0.093051362	0.080883107	
KEGG_PATHWAY	mmu00480:Glutathione metabolism	3	6.382978723404255	0.010985222690159977	"GSTA4, GSS, MGST2"	22	73	9565	17.867372353673723	0.6686567991786101	0.2892295889407606	0.286337293	
KEGG_PATHWAY	mmu04971:Gastric acid secretion	3	6.382978723404255	0.011569183557630425	"CALML4, ATP1B1, EZR"	22	75	9565	17.39090909090909	0.6876599324114097	0.2892295889407606	0.286337293	
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	5	10.638297872340425	0.011780649958481128	"ACTA1, HNF4A, EPHX2, APOB, EZR"	46	586	29712	5.511203442647277	0.9972971411699633	0.29339524474205136	0.2892712151974844	
GOTERM_BP_DIRECT	GO:0032489~regulation of Cdc42 protein signal transduction	2	4.255319149	0.012053696023619767	"APOA1, APOE"	46	8	29712	161.47826086956522	0.9976452919411164	0.29339524474205136	0.2892712151974844	
GOTERM_MF_DIRECT	GO:0031995~insulin-like growth factor II binding	2	4.255319149	0.012380337288475646	"IGFBP4, IGFBP2"	46	8	28924	157.19565217391303	0.8811926104424386	0.2234078151622103	0.20903655219855938	
REACTOME_PATHWAY	R-MMU-3000471~Scavenging by Class B Receptors	2	4.255319149	0.013301681639626462	"APOA1, APOB"	32	4	9277	144.953125	0.8640203820754289	0.13301681639626461	0.12148869230858834	
GOTERM_BP_DIRECT	GO:1905920~positive regulation of CoA-transferase activity	2	4.255319149	0.013550383	"APOA1, APOE"	46	9	29712	143.53623188405797	0.9988949564325077	0.29339524474205136	0.2892712151974844	
GOTERM_BP_DIRECT	GO:1903753~negative regulation of p38MAPK cascade	2	4.255319149	0.013550383	"DUSP1, EZR"	46	9	29712	143.53623188405797	0.9988949564325077	0.29339524474205136	0.2892712151974844	
GOTERM_BP_DIRECT	GO:0043567~regulation of insulin-like growth factor receptor signaling pathway	2	4.255319149	0.013550383	"IGFBP4, IGFBP2"	46	9	29712	143.53623188405797	0.9988949564325077	0.29339524474205136	0.2892712151974844	
GOTERM_MF_DIRECT	GO:0071813~lipoprotein particle binding	2	4.255319149	0.013917302457922998	"APOA1, APOE"	46	9	28924	139.7294685990338	0.9089707687621291	0.2234078151622103	0.20903655219855938	
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	9	19.148936170212767	0.014445321808808755	"S100A16, GSS, MGST2, APOA1, SORBS2, ANGPTL4, APOE, EZR, IFI27L2B"	46	2094	28924	2.7025040488351815	0.9169377358336714	0.2234078151622103	0.20903655219855938	
GOTERM_MF_DIRECT	GO:0019904~protein domain specific binding	4	8.510638298	0.015141379454204905	"FOXA1, HNF4A, SORBS2, EZR"	46	334	28924	7.530330643061703	0.9263902562792856	0.2234078151622103	0.20903655219855938	
GOTERM_CC_DIRECT	GO:0044297~cell body	3	6.382978723404255	0.015853359283249914	"ACTA1, RBP1, EZR"	47	124	29722	15.299588194921068	0.8747505373027604	0.12880854417640555	0.11196434993795251	
KEGG_PATHWAY	mmu03320:PPAR signaling pathway	3	6.382978723404255	0.016028100085975338	"ACSL1, APOA1, ANGPTL4"	22	89	9565	14.655260469867212	0.8012671728700713	0.3205620017195068	0.31735638170231173	
GOTERM_MF_DIRECT	GO:0005543~phospholipid binding	3	6.382978723404255	0.016248545272126637	"APOA1, APOE, APOB"	46	125	28924	15.090782608695651	0.93927028	0.2234078151622103	0.20903655219855938	
GOTERM_BP_DIRECT	GO:0006750~glutathione biosynthetic process	2	4.255319149	0.016537108	"GSS, MGST2"	46	11	29712	117.43873517786561	0.9997566502791231	0.3232287937051377	0.3186854170867924	
GOTERM_BP_DIRECT	GO:0090205~positive regulation of cholesterol metabolic process	2	4.255319149	0.016537108	"APOA1, APOE"	46	11	29712	117.43873517786561	0.9997566502791231	0.3232287937051377	0.3186854170867924	
REACTOME_PATHWAY	R-MMU-8964026~Chylomicron clearance	2	4.255319149	0.016600252530351765	"APOE, APOB"	32	5	9277	115.96249999999999	0.9174373218398605	0.1556273674720478	0.142139662	
GOTERM_BP_DIRECT	GO:0007219~Notch signaling pathway	3	6.382978723404255	0.016875399	"FOXA1, KRT19, SORBS2"	46	131	29712	14.791901759044142	0.9997950380142201	0.3232287937051377	0.3186854170867924	
GOTERM_CC_DIRECT	GO:1903561~extracellular vesicle	2	4.255319149	0.016896115321687888	"APOA1, APOE"	47	11	29722	114.97872340425532	0.8908751686921086	0.12920558775408386	0.11230947243239597	
GOTERM_MF_DIRECT	GO:0005520~insulin-like growth factor binding	2	4.255319149	0.01698422	"IGFBP4, IGFBP2"	46	11	28924	114.32411067193675	0.9465627982585717	0.2234078151622103	0.20903655219855938	
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	5	10.638297872340425	0.018037932391729884	"PLAC8, KRT18, DUSP1, DPEP1, ANGPTL4"	46	666	29712	4.849197023110066	0.9998864306543682	0.3326996418919067	0.3280231409014583	
GOTERM_CC_DIRECT	GO:0005576~extracellular region	8	17.02127659574468	0.018787582756394895	"IGFBP4, IGFBP2, TIMP3, APOA1, NDNF, ANGPTL4, APOE, APOB"	47	1780	29722	2.842170690891704	0.9150438890190896	0.13568809768507425	0.11794426952625683	
GOTERM_BP_DIRECT	GO:0034374~low-density lipoprotein particle remodeling	2	4.255319149	0.019514991027873532	"APOE, APOB"	46	13	29712	99.37123745819397	0.9999464156436694	0.3470880547100364	0.342209307	
GOTERM_MF_DIRECT	GO:0031994~insulin-like growth factor I binding	2	4.255319149	0.02004181	"IGFBP4, IGFBP2"	46	13	28924	96.73578595317726	0.9686317330025632	0.24479639195869982	0.22904925563387118	
GOTERM_MF_DIRECT	GO:0044877~protein-containing complex binding	5	10.638297872340425	0.021788815279992987	"KRT19, HNF4A, KRT8, APOE, EZR"	46	687	28924	4.576292639706347	0.9768804842486836	0.24839249419192005	0.23241402965325852	
GOTERM_BP_DIRECT	GO:0033700~phospholipid efflux	2	4.255319149	0.022484057	"APOA1, APOE"	46	15	29712	86.12173913043478	0.9999882022037042	0.386105525	0.38067833891367864	
REACTOME_PATHWAY	R-MMU-9709957~Sensory Perception	4	8.510638298	0.022959227	"RBP1, APOA1, APOE, APOB"	32	184	9277	6.302309782608696	0.9685956035032179	0.1967871190120001	0.1797322353642934	
GOTERM_CC_DIRECT	GO:0030018~Z disc	3	6.382978723404255	0.023215134	"KRT19, KRT8, SORBS2"	47	152	29722	12.48124300111982	0.9528089266310974	0.15884039360273036	0.13806895751621948	
REACTOME_PATHWAY	R-MMU-196854~Metabolism of vitamins and cofactors	4	8.510638298	0.023614454	"RBP1, APOA1, APOE, APOB"	32	186	9277	6.234543010752688	0.9715828910914607	0.1967871190120001	0.1797322353642934	
GOTERM_CC_DIRECT	GO:0016010~dystrophin-associated glycoprotein complex	2	4.255319149	0.024483538975750146	"KRT19, KRT8"	47	16	29722	79.04787234042553	0.960143581	0.15914300334237597	0.13833199521298833	
GOTERM_BP_DIRECT	GO:0090181~regulation of cholesterol metabolic process	2	4.255319149	0.025444330723180475	"EPHX2, APOE"	46	17	29712	75.98976982097187	0.9999974027158138	0.41397828215724164	0.40815931031969005	
GOTERM_MF_DIRECT	GO:0015643~toxic substance binding	2	4.255319149	0.026129118460428674	"GSTA4, EPHX2"	46	17	28924	73.97442455242967	0.9891922296548761	0.27925495354583146	0.26129118460428674	
GOTERM_BP_DIRECT	GO:0034375~high-density lipoprotein particle remodeling	2	4.255319149	0.026921178849089584	"APOA1, APOE"	46	18	29712	71.76811594202898	0.9999987813972694	0.41397828215724164	0.40815931031969005	
GOTERM_BP_DIRECT	GO:0055091~phospholipid homeostasis	2	4.255319149	0.026921178849089584	"HNF4A, APOA1"	46	18	29712	71.76811594202898	0.9999987813972694	0.41397828215724164	0.40815931031969005	
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	17	36.17021276595745	0.027089245251105277	"BEX4, SERPINB11, BEX1, DUSP1, KRT8, FRMD4B, CALML4, SPINT2, ACTA1, KRT18, S100A16, HNF4A, S100A13, PIR, ANXA8, APOB, EZR"	47	6408	29722	1.6776701994846868	0.9718492126874074	0.16769532774493742	0.14576593873213792	
GOTERM_BP_DIRECT	GO:0072659~protein localization to plasma membrane	3	6.382978723404255	0.027432296	"ATP1B1, EZR, RAMP1"	46	170	29712	11.398465473145778	0.9999990624333748	0.41397828215724164	0.40815931031969005	
GOTERM_BP_DIRECT	GO:0043691~reverse cholesterol transport	2	4.255319149	0.029868313177000345	"APOA1, APOE"	46	20	29712	64.59130434782608	0.9999997317657274	0.4374829400631227	0.43133358146785794	
GOTERM_CC_DIRECT	GO:0043034~costamere	2	4.255319149	0.030512205131596002	"KRT19, KRT8"	47	20	29722	63.238297872340425	0.9821965167408635	0.18029939395943093	0.15672178090319766	
GOTERM_MF_DIRECT	GO:0043295~glutathione binding	2	4.255319149	0.030670321	"GSS, MGST2"	46	20	28924	62.87826086956521	0.9951400898727204	0.30100541018029503	0.28164248905758604	
GOTERM_BP_DIRECT	GO:0097284~hepatocyte apoptotic process	2	4.255319149	0.031338606	"KRT18, KRT8"	46	21	29712	61.51552795031056	0.999999874	0.4459035898618767	0.43963586871923993	
GOTERM_MF_DIRECT	GO:0008201~heparin binding	3	6.382978723404255	0.031684780018978426	"NDNF, APOE, APOB"	46	179	28924	10.538256011658975	0.9959368239172737	0.30100541018029503	0.28164248905758604	
REACTOME_PATHWAY	R-MMU-8964058~HDL remodeling	2	4.255319149	0.032933683	"APOA1, APOE"	32	10	9277	57.981249999999996	0.9931925837731957	0.2576843899493848	0.23535174282043808	
KEGG_PATHWAY	mmu04915:Estrogen signaling pathway	3	6.382978723404255	0.034381445	"KRT19, KRT18, CALML4"	22	134	9565	9.733717775	0.9697615004494204	0.5730240852231167	0.5672938443708855	
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	16	34.04255319148936	0.03515941	"MGST2, SORBS2, SPINT2, AIG1, MSLN, ATP1B1, KRT19, S100A16, S100A13, DPEP1, CD9, ANXA8, APOE, 2200002D01RIK, EZR, RAMP1"	47	6054	29722	1.6713127947760933	0.990467133	0.19872709854747708	0.17273970873742236	
REACTOME_PATHWAY	R-MMU-2173782~Binding and Uptake of Ligands by Scavenger Receptors	3	6.382978723404255	0.035346598	"APOA1, APOE, APOB"	32	89	9277	9.772120786516854	0.9953083704498519	0.2576843899493848	0.23535174282043808	
REACTOME_PATHWAY	R-MMU-6809371~Formation of the cornified envelope	3	6.382978723404255	0.036075815	"KRT19, KRT18, KRT8"	32	90	9277	9.663541666666665	0.9958083145176094	0.2576843899493848	0.23535174282043808	
GOTERM_BP_DIRECT	GO:0030301~cholesterol transport	2	4.255319149	0.037198019	"APOA1, APOB"	46	25	29712	51.673043478260865	0.999999994	0.5145725915032304	0.5073396434298918	
GOTERM_MF_DIRECT	GO:0061629~RNA polymerase II-specific DNA-binding transcription factor binding	3	6.382978723404255	0.039129978779947616	"FOXA1, BEX1, HNF4A"	46	201	28924	9.384815055158988	0.9989144393685045	0.35216980901952855	0.3295156107785062	
REACTOME_PATHWAY	R-MMU-9707616~Heme signaling	2	4.255319149	0.042607394659846705	"APOA1, APOB"	32	13	9277	44.60096153846154	0.9984779803905748	0.2905049635898639	0.26532786674540904	
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	5	10.638297872340425	0.042648795	"KRT18, S100A16, S100A13, SORBS2, EZR"	47	854	29722	3.7024764562260204	0.9965384748157866	0.22850752460083787	0.19862577138380522	
GOTERM_BP_DIRECT	GO:0048844~artery morphogenesis	2	4.255319149	0.043022771126108805	"APOE, APOB"	46	29	29712	44.54572713643178	0.9999999997049468	0.5790632438054645	0.5709238006194439	
GOTERM_CC_DIRECT	GO:0016327~apicolateral plasma membrane	2	4.255319149	0.043943755	"KRT19, KRT8"	47	29	29722	43.61261922230374	0.9970969964780505	0.22850752460083787	0.19862577138380522	
GOTERM_MF_DIRECT	GO:0050750~low-density lipoprotein particle receptor binding	2	4.255319149	0.044170053263193135	"APOE, APOB"	46	29	28924	43.36431784107946	0.9995583398030792	0.37765395540030133	0.3533604261055451	
REACTOME_PATHWAY	R-MMU-109582~Hemostasis	6	12.76595744680851	0.047050720844276105	"FGB, TIMP3, APOA1, CD9, APOB, ATP1B1"	32	601	9277	2.8942387687188025	0.9992389764514836	0.30685252724527895	0.2802586415506881	
GOTERM_CC_DIRECT	GO:0005635~nuclear envelope	3	6.382978723404255	0.048634109	"MGST2, APOE, IFI27L2B"	47	228	29722	8.320828667413213	0.9984682603589135	0.2431705471484874	0.21137132175214673	
GOTERM_MF_DIRECT	GO:0004364~glutathione transferase activity	2	4.255319149	0.050110762	"GSTA4, MGST2"	46	33	28924	38.108036890645586	0.9998479181489063	0.4080447774347403	0.38179628297987395	
GOTERM_BP_DIRECT	GO:0010875~positive regulation of cholesterol efflux	2	4.255319149	0.050255276	"APOA1, APOE"	46	34	29712	37.994884910485936	0.9999999999933037	0.6586086111263479	0.6493510603675439	
GOTERM_CC_DIRECT	GO:0031528~microvillus membrane	2	4.255319149	0.051326889	"DPEP1, EZR"	47	34	29722	37.19899874843554	0.9989403636102837	0.24712946488060694	0.21481253485775834	
GOTERM_BP_DIRECT	GO:0015908~fatty acid transport	2	4.255319149	0.051695349432729076	"ACSL1, RBP1"	46	35	29712	36.90931677018633	0.9999999999968595	0.6601098466025406	0.6508311941402558	
REACTOME_PATHWAY	"R-MMU-76002~Platelet activation, signaling and aggregation"	4	8.510638298	0.052913301576377775	"FGB, TIMP3, APOA1, CD9"	32	256	9277	4.529785156	0.9996965613979936	0.3307081348523611	0.30204676316515644	
GOTERM_BP_DIRECT	GO:0019915~lipid storage	2	4.255319149	0.053133288	"RBP1, APOA1"	46	36	29712	35.88405797101449	0.9999999999985272	0.6615094382679285	0.6522111128304277	
KEGG_PATHWAY	mmu04977:Vitamin digestion and absorption	2	4.255319149	0.055614442714328305	"APOA1, APOB"	22	26	9565	33.44405594405594	0.9967270929710323	0.7530944537961819	0.745563509	
GOTERM_BP_DIRECT	GO:0043651~linoleic acid metabolic process	2	4.255319149	0.056002773	"ACSL1, EPHX2"	46	38	29712	33.995423340961096	0.9999999999996761	0.6802288021130457	0.6706673530873604	
GOTERM_MF_DIRECT	GO:0140678~molecular function inhibitor activity	2	4.255319149	0.056015364	"BEX4, BEX1"	46	37	28924	33.98824912	0.9999476396717799	0.435392145	0.40738446277442064	
GOTERM_BP_DIRECT	GO:0032870~cellular response to hormone stimulus	2	4.255319149	0.057434325	"IGFBP2, RAMP1"	46	39	29712	33.12374581939799	0.9999999999998481	0.6810069952673832	0.671434608	
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	3	6.382978723404255	0.060120618	"TIMP3, NDNF, APOE"	47	257	29722	7.381902475370477	0.9996842263232665	0.27913144230531395	0.2426296383115421	
